accession	E_or_T	total_intensity	more_info	layout	Stress	Normal	significant_difference	piechart_graphics	
6310.66_Da_E1787	experimental_below_quantification_threshold	20	Accession = E1787; Aggregated Mass = 6310.65848910252; Aggregated Retention Time = 45.3602596825653; Total Intensity = 20; Aggregated Component Count = 5; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 328-330; Charge State m/z (+10): 631.9731; RT (min): 45.3008341666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 327-329; Charge State m/z (+10): 631.97349; RT (min): 45.3056625	86				
6310.66_Da_E2103	experimental_below_quantification_threshold	20	Accession = E2103; Aggregated Mass = 6310.65885684492; Aggregated Retention Time = 53.8433541666667; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract4_rep1_2-70-2-10; Scan Range: 394-396; Charge State m/z (+10): 631.97293; RT (min): 53.8433541666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract4_rep1_2-70-2-10; Scan Range: 394-396; Charge State m/z (+10): 631.97293; RT (min): 53.8433541666667	87				
6318.61_Da_E474 P04650_2full51_1G_P12_1T Ox; Ox; Ox	experimental	78990634.77	Accession = E474; Aggregated Mass = 6318.61072904387; Aggregated Retention Time = 44.1156826124861; Total Intensity = 78990634.77; Aggregated Component Count = 41; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 321-323; Charge State m/z (+10): 632.7678; RT (min): 44.0111308333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 321-323; Charge State m/z (+10): 632.76825; RT (min): 44.0050016666667\n\nQuantitation Results:Q-Value = 0.4307568438003220611916264089; Log2FC = -2.38371708810026; Significant = False; Stress Quantitative Component Count = 46; Normal Quantitative Component Count = 52; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 327-329; Charge State m/z (+10): 632.99411; RT (min): 45.2648841666667	88	12701917.08	66288717.69	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6334.61_Da_E777 P04650_2full51_1G_P12_1T Ox; Ox; Ox; Ox	experimental	29404373.21	Accession = E777; Aggregated Mass = 6334.60587391598; Aggregated Retention Time = 43.885928995994; Total Intensity = 29404373.21; Aggregated Component Count = 13; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 320-322; Charge State m/z (+10): 634.36772; RT (min): 43.8715991666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 320-322; Charge State m/z (+10): 634.36772; RT (min): 43.8715991666667\n\nQuantitation Results:Q-Value = 0.9214335629429969052610562044; Log2FC = -0.153912804991447; Significant = False; Stress Quantitative Component Count = 16; Normal Quantitative Component Count = 43; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep2_2-70-2-10; Scan Range: 318-320; Charge State m/z (+10): 634.39233; RT (min): 43.9541675	89	14351816.0693253	15485689.33	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6354.69_Da_E756 P04650_2full51_1G_P1_1T Missing Alanine (A); Acetone Artifact; Carbamidomethyl	experimental_below_quantification_threshold	20	Accession = E756; Aggregated Mass = 6354.68713779779; Aggregated Retention Time = 45.1446075969815; Total Intensity = 20; Aggregated Component Count = 12; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 329-331; Charge State m/z (+9): 706.97229; RT (min): 45.0705941666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 327-329; Charge State m/z (+10): 636.37575; RT (min): 44.804165	90				
6368.59_Da_E470 P04650_2full51_1G_P1_1T Sulfate Adduct	experimental	94124696.32	Accession = E470; Aggregated Mass = 6368.59057802283; Aggregated Retention Time = 44.956324789032; Total Intensity = 94124696.32; Aggregated Component Count = 29; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 302-304; Charge State m/z (+9): 708.51688; RT (min): 44.7213633333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 302-304; Charge State m/z (+9): 708.51688; RT (min): 44.7213633333333\n\nQuantitation Results:Q-Value = 0.5866188769414575866188769413; Log2FC = -1.15971679821138; Significant = False; Stress Quantitative Component Count = 34; Normal Quantitative Component Count = 66; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep2_2-70-2-10; Scan Range: 323-325; Charge State m/z (+7): 910.84756; RT (min): 44.6203858333333	91	29103508.91	65021187.41	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6368.7_Da_E1761 P04650_2full51_1G_P1_1T Acetone Artifact	experimental_below_quantification_threshold	20	Accession = E1761; Aggregated Mass = 6368.69969933166; Aggregated Retention Time = 53.8455352456745; Total Intensity = 20; Aggregated Component Count = 3; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract4_rep1_2-70-2-10; Scan Range: 394-396; Charge State m/z (+10): 637.77703; RT (min): 53.8433541666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract4_rep1_2-70-2-10; Scan Range: 394-396; Charge State m/z (+10): 637.77703; RT (min): 53.8433541666667	92				
6368.7_Da_E320 P04650_2full51_1G_P1_1T Acetone Artifact	experimental_below_quantification_threshold	20	Accession = E320; Aggregated Mass = 6368.70002359686; Aggregated Retention Time = 45.0657617084793; Total Intensity = 20; Aggregated Component Count = 44; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 327-329; Charge State m/z (+10): 637.77713; RT (min): 44.804165; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 327-329; Charge State m/z (+10): 637.77713; RT (min): 44.804165	93				
6384.62_Da_E411 P04650_2full51_1G_P1_1T Sulfate Adduct; Ox	experimental	55481611.8	Accession = E411; Aggregated Mass = 6384.61825659651; Aggregated Retention Time = 44.9324109040139; Total Intensity = 55481611.8; Aggregated Component Count = 51; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 326-328; Charge State m/z (+6): 1064.94367; RT (min): 44.670845; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 326-328; Charge State m/z (+6): 1064.94367; RT (min): 44.670845\n\nQuantitation Results:Q-Value = 0.3333333333333333333333333337; Log2FC = -1.59283600083768; Significant = True; Stress Quantitative Component Count = 45; Normal Quantitative Component Count = 59; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep2_2-70-2-10; Scan Range: 320-322; Charge State m/z (+7): 913.1321; RT (min): 44.2206125	94	13813707.21	41667904.59	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6384.62_Da_E1901 P04650_2full51_1G_P5_1T Ammonia loss; Retained Met	experimental_below_quantification_threshold	20	Accession = E1901; Aggregated Mass = 6384.62270505915; Aggregated Retention Time = 53.4164800758524; Total Intensity = 20; Aggregated Component Count = 2; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract4_rep1_2-70-2-10; Scan Range: 390-392; Charge State m/z (+7): 912.95301; RT (min): 53.3089641666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract4_rep1_2-70-2-10; Scan Range: 391-393; Charge State m/z (+7): 912.95318; RT (min): 53.4426291666667	95				
6384.7_Da_E788 P04650_2full51_1G_P2_1T Ox; Acetone Artifact	experimental_below_quantification_threshold	20	Accession = E788; Aggregated Mass = 6384.69738241561; Aggregated Retention Time = 44.6117739667205; Total Intensity = 20; Aggregated Component Count = 3; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 325-327; Charge State m/z (+10): 639.37692; RT (min): 44.5439516666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 325-327; Charge State m/z (+10): 639.37692; RT (min): 44.5439516666667	96				
6400.59_Da_E1591 P04650_2full51_1G_P14_1T Ammonia loss; Ox; Retained Met	experimental	74980300.71	Accession = E1591; Aggregated Mass = 6400.59251318468; Aggregated Retention Time = 44.2012718997346; Total Intensity = 74980300.71; Aggregated Component Count = 7; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_9_rep2_2-70-2-10; Scan Range: 317-319; Charge State m/z (+8): 800.95425; RT (min): 44.2131608333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 329-331; Charge State m/z (+9): 712.52166; RT (min): 47.3417516666667\n\nQuantitation Results:Q-Value = 0.7164927358297524043380396971; Log2FC = -1.02724887219621; Significant = False; Stress Quantitative Component Count = 46; Normal Quantitative Component Count = 80; Abundant Component for Manual Validation of Quantification: File: 10-23-15_A_fract5_rep1_2-70-2-10; Scan Range: 313-315; Charge State m/z (+7): 915.23427; RT (min): 43.4055733333333	97	24901153.1084033	50300578.91	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6430.71_Da_E1562	experimental_below_quantification_threshold	20	Accession = E1562; Aggregated Mass = 6430.70613895637; Aggregated Retention Time = 31.2701494179575; Total Intensity = 20; Aggregated Component Count = 9; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 219-221; Charge State m/z (+10): 643.87694; RT (min): 31.1011383333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 221-223; Charge State m/z (+10): 643.87688; RT (min): 31.3686166666667	98				
6501.75_Da_E537	experimental	54749451.4447031	Accession = E537; Aggregated Mass = 6501.74550350735; Aggregated Retention Time = 43.0446753755085; Total Intensity = 54749451.4447031; Aggregated Component Count = 28; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 310-312; Charge State m/z (+11): 591.892468002602; RT (min): 43.07902; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 310-312; Charge State m/z (+11): 591.892468002602; RT (min): 43.07902\n\nQuantitation Results:Q-Value = 0.4193121693121693121693121691; Log2FC = 2.86949908810857; Significant = True; Stress Quantitative Component Count = 45; Normal Quantitative Component Count = 25; Abundant Component for Manual Validation of Quantification: File: 10-13-15_B_fract4_rep1_2-70-2-10; Scan Range: 306-308; Charge State m/z (+11): 591.893; RT (min): 42.5226116666667	99	48269829.9010621	6224221.30534193	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6501.75_Da_E275	experimental	63581661.6	Accession = E275; Aggregated Mass = 6501.74775185551; Aggregated Retention Time = 32.7210997547346; Total Intensity = 63581661.6; Aggregated Component Count = 41; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 229-231; Charge State m/z (+11): 591.89308; RT (min): 32.0806216666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 229-231; Charge State m/z (+11): 591.89308; RT (min): 32.0806216666667\n\nQuantitation Results:Q-Value = 0.3322879330943847072879330941; Log2FC = 1.92724530507119; Significant = True; Stress Quantitative Component Count = 84; Normal Quantitative Component Count = 82; Abundant Component for Manual Validation of Quantification: File: 10-23-15_A_fract5_rep1_2-70-2-10; Scan Range: 212-213; Charge State m/z (+11): 592.11447; RT (min): 29.6255516666667	100	50344535.83	13237125.77	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6599.71_Da_E1722	experimental_below_quantification_threshold	20	Accession = E1722; Aggregated Mass = 6599.71018084801; Aggregated Retention Time = 32.7311422606043; Total Intensity = 20; Aggregated Component Count = 2; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 234-236; Charge State m/z (+11): 600.79865; RT (min): 32.770335; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 229-231; Charge State m/z (+11): 600.79847; RT (min): 32.0806216666667	101				
6603.81_Da_E1733 P05747_2full59_1G_P1_1T Ammonia loss; Ammonia loss	experimental_below_quantification_threshold	20	Accession = E1733; Aggregated Mass = 6603.80991283947; Aggregated Retention Time = 32.5715508333333; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 236-238; Charge State m/z (+11): 601.171340502573; RT (min): 32.5715508333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 227-228; Charge State m/z (+11): 601.17077; RT (min): 31.2466391666667	102				
6620.83_Da_E783 P05747_2full59_1G_P1_1T Ammonia loss	experimental	217311018.05	Accession = E783; Aggregated Mass = 6620.82871544602; Aggregated Retention Time = 43.2677040164606; Total Intensity = 217311018.05; Aggregated Component Count = 146; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 313-315; Charge State m/z (+11): 602.71884; RT (min): 43.1863216666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 313-315; Charge State m/z (+11): 602.71884; RT (min): 43.1863216666667\n\nQuantitation Results:Q-Value = 0.9479873065553816727525647714; Log2FC = -0.548691651582573; Significant = False; Stress Quantitative Component Count = 139; Normal Quantitative Component Count = 173; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep2_2-70-2-10; Scan Range: 307-309; Charge State m/z (+11): 602.85189; RT (min): 42.4886666666667	103	88238864.5	129072153.55	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
6620.83_Da_E2036 P05747_2full59_1G_P1_1T Ammonia loss	experimental_below_quantification_threshold	20	Accession = E2036; Aggregated Mass = 6620.83009066368; Aggregated Retention Time = 25.8187663753095; Total Intensity = 20; Aggregated Component Count = 20; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep1_2-70-2-10; Scan Range: 190-192; Charge State m/z (+11): 602.72026; RT (min): 26.2744541666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 183-185; Charge State m/z (+11): 602.71938; RT (min): 25.5951516666667	104				
6620.83_Da_E255 P05747_2full59_1G_P1_1T Ammonia loss	experimental	555054669.84	Accession = E255; Aggregated Mass = 6620.83371279489; Aggregated Retention Time = 31.5571334971742; Total Intensity = 555054669.84; Aggregated Component Count = 233; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 228-229; Charge State m/z (+11): 602.71863; RT (min): 31.3863491666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 228-229; Charge State m/z (+11): 602.71863; RT (min): 31.3863491666667\n\nQuantitation Results:Q-Value = 0.896849593495934959349593496; Log2FC = -0.531570765561538; Significant = False; Stress Quantitative Component Count = 417; Normal Quantitative Component Count = 514; Abundant Component for Manual Validation of Quantification: File: 10-23-15_A_fract5_rep1_2-70-2-10; Scan Range: 212-213; Charge State m/z (+11): 602.71872; RT (min): 29.6255516666667	105	226969609.23	328085060.61	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
