accession	E_or_T	total_intensity	more_info	layout	
3359.92_Da_E2177	experimental	35229.63	Accession = E2177; Aggregated Mass = 3359.91926509968; Aggregated Retention Time = 47.9501233333333; Total Intensity = 35229.63; Aggregated Component Count = 1; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 293-295; Charge State m/z (+5): 672.99113; RT (min): 47.9501233333333; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 294-296; Charge State m/z (+5): 672.99101; RT (min): 48.0844675	322
3363.97_Da_E2078	experimental	247585.65	Accession = E2078; Aggregated Mass = 3363.96691852242; Aggregated Retention Time = 45.6645706294809; Total Intensity = 247585.65; Aggregated Component Count = 3; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 276-278; Charge State m/z (+6): 561.66843; RT (min): 45.6693566666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 276-278; Charge State m/z (+6): 561.66843; RT (min): 45.6693566666667	323
3366.08_Da_E2163	experimental	80646.64	Accession = E2163; Aggregated Mass = 3366.07519214178; Aggregated Retention Time = 44.215820478253; Total Intensity = 80646.64; Aggregated Component Count = 2; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 285-287; Charge State m/z (+6): 562.01981; RT (min): 44.1485966666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 285-287; Charge State m/z (+6): 562.01981; RT (min): 44.1485966666667	324
3374.05_Da_E1896	experimental	982320.84	Accession = E1896; Aggregated Mass = 3374.05485469467; Aggregated Retention Time = 43.4758640166671; Total Intensity = 982320.84; Aggregated Component Count = 6; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 280-282; Charge State m/z (+6): 563.349781682547; RT (min): 43.4723491666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 280-282; Charge State m/z (+6): 563.349781682547; RT (min): 43.4723491666667	325
3375.88_Da_E2025	experimental	118902.04	Accession = E2025; Aggregated Mass = 3375.87732413301; Aggregated Retention Time = 47.0572275; Total Intensity = 118902.04; Aggregated Component Count = 1; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 303-305; Charge State m/z (+5): 676.18274; RT (min): 47.0572275; Abundant Component for Manual Validation of Identification Validation: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 303-305; Charge State m/z (+5): 676.18274; RT (min): 47.0572275	326
3391.21_Da_E1583 P0CX87_2full25_2G_P1_1T Retained Met	experimental	5313265.96	Accession = E1583; Aggregated Mass = 3391.21264179612; Aggregated Retention Time = 28.7893419340651; Total Intensity = 5313265.96; Aggregated Component Count = 14; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 206-208; Charge State m/z (+6): 566.04233; RT (min): 28.7791366666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 206-208; Charge State m/z (+6): 566.04233; RT (min): 28.7791366666667	327
3391.21_Da_E2033 P0CX87_2full25_2G_P1_1T Retained Met	experimental	768545.43	Accession = E2033; Aggregated Mass = 3391.21427340911; Aggregated Retention Time = 42.1144533879669; Total Intensity = 768545.43; Aggregated Component Count = 14; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 304-306; Charge State m/z (+6): 566.04254; RT (min): 42.24385; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 304-306; Charge State m/z (+6): 566.04254; RT (min): 42.24385	328
3393.85_Da_E2223	experimental	14258.5	Accession = E2223; Aggregated Mass = 3393.85166409717; Aggregated Retention Time = 43.2471108333333; Total Intensity = 14258.5; Aggregated Component Count = 1; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep1_2-70-2-10; Scan Range: 311-313; Charge State m/z (+6): 566.48217; RT (min): 43.2471108333333; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 338-340; Charge State m/z (+5): 679.6238; RT (min): 46.6352966666667	329
3407.21_Da_E2137 P0CX87_2full25_2G_P1_1T Retained Met; Ox	experimental	351468.72	Accession = E2137; Aggregated Mass = 3407.20572765035; Aggregated Retention Time = 29.1550087815441; Total Intensity = 351468.72; Aggregated Component Count = 12; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 198-200; Charge State m/z (+6): 568.7077; RT (min): 29.0184516666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 198-200; Charge State m/z (+6): 568.7077; RT (min): 29.0184516666667	330
3432.74_Da_E2221	experimental	40552.36	Accession = E2221; Aggregated Mass = 3432.74267814353; Aggregated Retention Time = 27.6326875823659; Total Intensity = 40552.36; Aggregated Component Count = 3; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 195-197; Charge State m/z (+6): 573.13115; RT (min): 27.6229166666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 211-212; Charge State m/z (+6): 572.96419; RT (min): 29.4746416666667	331
3433.82_Da_E2189	experimental	69090.44	Accession = E2189; Aggregated Mass = 3433.82037842615; Aggregated Retention Time = 41.9089532416254; Total Intensity = 69090.44; Aggregated Component Count = 3; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 306-308; Charge State m/z (+5): 687.77149; RT (min): 42.0123125; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 306-308; Charge State m/z (+5): 687.77149; RT (min): 42.0123125	332
3458.99_Da_E2112	experimental	128894.81	Accession = E2112; Aggregated Mass = 3458.99108839923; Aggregated Retention Time = 48.4701308362071; Total Intensity = 128894.81; Aggregated Component Count = 2; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 296-298; Charge State m/z (+5): 692.80729; RT (min): 48.352985; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 296-298; Charge State m/z (+5): 692.80729; RT (min): 48.352985	333
3471.02_Da_E2220	experimental	14662.86	Accession = E2220; Aggregated Mass = 3471.01752824666; Aggregated Retention Time = 43.337065; Total Intensity = 14662.86; Aggregated Component Count = 1; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 279-281; Charge State m/z (+5): 695.21078; RT (min): 43.337065; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 281-283; Charge State m/z (+5): 695.21066; RT (min): 43.6077825	334
3476.02_Da_E2105	experimental	131144.15	Accession = E2105; Aggregated Mass = 3476.02460829543; Aggregated Retention Time = 51.2970518092524; Total Intensity = 131144.15; Aggregated Component Count = 2; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract3_rep2_2-70-2-10; Scan Range: 373-375; Charge State m/z (+5): 696.01172; RT (min): 51.35671; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 335-337; Charge State m/z (+5): 696.01164; RT (min): 46.3716475	335
3562.12_Da_E1748	experimental	2205162.33	Accession = E1748; Aggregated Mass = 3562.12054648306; Aggregated Retention Time = 45.7489114101382; Total Intensity = 2205162.33; Aggregated Component Count = 14; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 327-329; Charge State m/z (+6): 594.52698; RT (min): 45.3056625; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 327-329; Charge State m/z (+6): 594.52698; RT (min): 45.3056625	336
3578.11_Da_E2181	experimental	32424.05	Accession = E2181; Aggregated Mass = 3578.1140338618; Aggregated Retention Time = 43.7128233333333; Total Intensity = 32424.05; Aggregated Component Count = 1; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 09-11-15_6-stress_rep1_2-70-2-10; Scan Range: 277-279; Charge State m/z (+5): 716.42962; RT (min): 43.7128233333333; Abundant Component for Manual Validation of Identification Validation: File: 09-11-15_6-stress_rep1_2-70-2-10; Scan Range: 278-280; Charge State m/z (+5): 716.42995; RT (min): 43.84676	337
3595.18_Da_E2089	experimental	251045.58	Accession = E2089; Aggregated Mass = 3595.17890958352; Aggregated Retention Time = 44.3852925212266; Total Intensity = 251045.58; Aggregated Component Count = 4; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 320-322; Charge State m/z (+5): 719.84272; RT (min): 44.4108983333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 318-320; Charge State m/z (+5): 719.84353; RT (min): 44.0839108333333	338
3629.16_Da_E2060	experimental	352617.81	Accession = E2060; Aggregated Mass = 3629.16363051865; Aggregated Retention Time = 43.8813929823645; Total Intensity = 352617.81; Aggregated Component Count = 4; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 317-319; Charge State m/z (+6): 605.86804; RT (min): 44.008735; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 318-320; Charge State m/z (+6): 605.86801; RT (min): 43.6111633333333	339
3629.16_Da_E2179	experimental	62886.14	Accession = E2179; Aggregated Mass = 3629.16374497642; Aggregated Retention Time = 50.3545198117477; Total Intensity = 62886.14; Aggregated Component Count = 2; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract3_rep2_2-70-2-10; Scan Range: 366-368; Charge State m/z (+6): 605.86791; RT (min): 50.4178408333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract3_rep2_2-70-2-10; Scan Range: 366-368; Charge State m/z (+6): 605.86791; RT (min): 50.4178408333333	340
3685.15_Da_E2076	experimental	87793.31	Accession = E2076; Aggregated Mass = 3685.150028585; Aggregated Retention Time = 50.4300691666667; Total Intensity = 87793.31; Aggregated Component Count = 1; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 312-313; Charge State m/z (+5): 738.03728; RT (min): 50.4300691666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 312-313; Charge State m/z (+5): 738.03728; RT (min): 50.4300691666667	341
3700.2_Da_E1704	experimental	736617.87	Accession = E1704; Aggregated Mass = 3700.20181882457; Aggregated Retention Time = 43.75207802198; Total Intensity = 736617.87; Aggregated Component Count = 3; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 318-320; Charge State m/z (+6): 617.7076; RT (min): 43.6111633333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 318-320; Charge State m/z (+6): 617.70791; RT (min): 43.6050658333333	342
3716.2_Da_E2056	experimental	302105.02	Accession = E2056; Aggregated Mass = 3716.19667890841; Aggregated Retention Time = 44.0106502410856; Total Intensity = 302105.02; Aggregated Component Count = 3; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 318-320; Charge State m/z (+6): 620.3734; RT (min): 44.142755; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 319-321; Charge State m/z (+6): 620.37267; RT (min): 43.7445883333333	343
3764.19_Da_E1109	experimental	9007174.47	Accession = E1109; Aggregated Mass = 3764.1883157836; Aggregated Retention Time = 63.0237168280465; Total Intensity = 9007174.47; Aggregated Component Count = 5; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 447-449; Charge State m/z (+5): 753.84493; RT (min): 63.0282408333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+5): 753.84497; RT (min): 62.97689	344
3795.14_Da_E2142	experimental	53277.33	Accession = E2142; Aggregated Mass = 3795.13605438172; Aggregated Retention Time = 43.17116; Total Intensity = 53277.33; Aggregated Component Count = 1; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 319-321; Charge State m/z (+6): 633.53035; RT (min): 43.17116; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 326-328; Charge State m/z (+6): 633.36237; RT (min): 45.2124175	345
3795.14_Da_E2132	experimental	176654.37	Accession = E2132; Aggregated Mass = 3795.13693865843; Aggregated Retention Time = 50.8442129587503; Total Intensity = 176654.37; Aggregated Component Count = 4; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract3_rep1_2-70-2-10; Scan Range: 369-371; Charge State m/z (+6): 633.53049; RT (min): 50.8453975; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract3_rep1_2-70-2-10; Scan Range: 369-371; Charge State m/z (+6): 633.53049; RT (min): 50.8453975	346
3889.02_Da_E2185	experimental	58656.51	Accession = E2185; Aggregated Mass = 3889.01857409572; Aggregated Retention Time = 42.2128165085595; Total Intensity = 58656.51; Aggregated Component Count = 2; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 304-306; Charge State m/z (+6): 649.01004; RT (min): 42.2749583333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 305-307; Charge State m/z (+6): 649.0101; RT (min): 42.4096916666667	347
3909.31_Da_E2116	experimental	135409.89	Accession = E2116; Aggregated Mass = 3909.30851897037; Aggregated Retention Time = 46.94428235667; Total Intensity = 135409.89; Aggregated Component Count = 2; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 285-287; Charge State m/z (+6): 652.39161; RT (min): 46.8775208333333; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 285-287; Charge State m/z (+6): 652.39161; RT (min): 46.8775208333333	348
3910.39_Da_E2077	experimental	167952.1	Accession = E2077; Aggregated Mass = 3910.3919420261; Aggregated Retention Time = 43.4523278247915; Total Intensity = 167952.1; Aggregated Component Count = 2; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep1_2-70-2-10; Scan Range: 313-315; Charge State m/z (+7): 559.49156; RT (min): 43.5169075; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract4_rep1_2-70-2-10; Scan Range: 313-315; Charge State m/z (+7): 559.49156; RT (min): 43.5169075	349
3913.16_Da_E2259	experimental	2868.88	Accession = E2259; Aggregated Mass = 3913.15850741516; Aggregated Retention Time = 28.4685308333333; Total Intensity = 2868.88; Aggregated Component Count = 1; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 195-196; Charge State m/z (+6): 653.20036; RT (min): 28.4685308333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 195-196; Charge State m/z (+6): 653.20036; RT (min): 28.4685308333333	350
3937.3_Da_E2095	experimental	151606.21	Accession = E2095; Aggregated Mass = 3937.30219630367; Aggregated Retention Time = 47.0753934062095; Total Intensity = 151606.21; Aggregated Component Count = 2; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 286-288; Charge State m/z (+6): 657.05723; RT (min): 47.0115858333333; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_4-stress_rep1_2-70-2-10; Scan Range: 286-288; Charge State m/z (+6): 657.05723; RT (min): 47.0115858333333	351
3963.26_Da_E2267	experimental	656.16	Accession = E2267; Aggregated Mass = 3963.26154527384; Aggregated Retention Time = 30.6287691666667; Total Intensity = 656.16; Aggregated Component Count = 1; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 192-193; Charge State m/z (+7): 567.04431; RT (min): 30.6287691666667; Abundant Component for Manual Validation of Identification Validation: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 193-194; Charge State m/z (+7): 567.04434; RT (min): 30.8124091666667	352
3964.3_Da_E1081	experimental	6448583.63	Accession = E1081; Aggregated Mass = 3964.30267346773; Aggregated Retention Time = 62.9029052859483; Total Intensity = 6448583.63; Aggregated Component Count = 3; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+5): 793.86786; RT (min): 62.97689; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 453-455; Charge State m/z (+5): 793.86786; RT (min): 62.97689	353
3968.99_Da_E1975	experimental	262429.85	Accession = E1975; Aggregated Mass = 3968.98892435118; Aggregated Retention Time = 28.8526749228914; Total Intensity = 262429.85; Aggregated Component Count = 2; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 205-207; Charge State m/z (+6): 662.33826; RT (min): 28.6394858333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 207-209; Charge State m/z (+6): 662.33834; RT (min): 28.9190216666667	354
4043.25_Da_E2266	experimental	1953.57	Accession = E2266; Aggregated Mass = 4043.24836998016; Aggregated Retention Time = 31.2386648517074; Total Intensity = 1953.57; Aggregated Component Count = 2; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 09-10-15_7-stress_rep1_2-70-2-10; Scan Range: 218-219; Charge State m/z (+6): 674.71499; RT (min): 31.3498508333333; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 223-225; Charge State m/z (+6): 674.88705; RT (min): 31.1124041666667	355
